IT#WIKIDATA#Q1462905	comune$NOM francese$ADJ
IT#WIKI#2253_Espinette	@card@$NUM Espinette$NOM essere$VER:pres un$DET:indef asteroide$NOM areosecante.$NOM
IT#WIKIDATA#Q1010533	comune$NOM statunitense$ADJ del$PRE:det Colorado$NOM
IT#WIKIDATA#Q1171440	film$NOM del$PRE:det @card@$NUM diretto$ADJ da$PRE Hal$NOM Ashby$NOM
IT#WIKI#Verdú	Verdú$NOM essere$VER:pres un$DET:indef comune$NOM spagnolo$ADJ di$PRE @card@$NUM abitante$NOM situare$VER:pper nel$PRE:det comunità$NOM autonomo$ADJ del$PRE:det Catalogna.$NOM
IT#WIKI#Christophe_Mengin	attivo$NOM sia$CON su$PRE strada$NOM che$PRO:rela nel$PRE:det ciclocross,$NOM avere$VER:pres vestire$VER:pper per$PRE dodici$ADJ stagione$NOM il$DET:def divisa$NOM del$PRE:det Française$NOM des$NOM Jeux.$ABR
IT#WIKI#Sarawak	Sarawak$NPR essere$VER:pres uno$DET:indef del$PRE:det tre$ADJ territorio$NOM del$PRE:det Malesia,$NOM che$PRO:rela comporre$VER:pres il$DET:def parte$NOM malese$ADJ nell'isola$VER:pres del$PRE:det Borneo.$NOM
IT#WIKI#Partito_Unionista_dell'Ulster	il$DET:def partito$NOM unionista$NOM dell'Ulster$ADJ essere$VER:pres un$DET:indef partito$NOM politico$ADJ dell'Irlanda$ADJ del$PRE:det Nord,$NOM di$PRE tipo$NOM conservatore,$NOM fondare$VER:pper nel$PRE:det @ord@$ORD
IT#WIKI#Paul_Kagame	essere$VER:pres il$DET:def fondatore$NOM del$PRE:det partito$NOM Rwandan$NOM Patriotic$NOM Front$NOM ed$CON essere$VER:pres noto$ADJ soprattutto$ADV per$PRE l'importante$VER:ppre ruolo$NOM svolgere$VER:pper nel$PRE:det conclusione$NOM del$PRE:det genocidio$NOM ruandese$ADJ del$PRE:det @card@$NUM e$CON nel$PRE:det secondo$ADJ guerra$NOM del$PRE:det Congo.$NOM
IT#WIKI#Neisseriaceae	il$DET:def Neisseriaceae$NOM essere|sonare$VER:pres una$DET:indef famiglia$NOM di$PRE proteobatteri.$NOM
IT#WIKIDATA#Q921130	pittore$NOM italiano$ADJ
IT#WIKIDATA#Q554397	comune$NOM polacco$ADJ
IT#WIKI#Peniel_Mlapa	Mlapa$VER:impe venire$VER:pres acquistare$VER:pper nel$PRE:det @card@$NUM dal$PRE:det monaco$NOM @card@$NUM con$PRE il$DET:def quale$PRO:rela diventare$VER:pres il$DET:def capocannoniere$NOM del$PRE:det campionato$NOM primavera$NOM con$PRE @card@$NUM goal$NOM nel$PRE:det stagione$NOM @card@$NUM
IT#WIKIDATA#Q256789	scrittore$NOM norvegese$ADJ
IT#WIKI#Arch_(Svizzera)	Arch$NOM essere$VER:pres un$DET:indef comune$NOM del$PRE:det Canton$NOM Berna$NPR di$PRE @card@$NUM abitanti.$ABR
IT#WIKI#Halászlé	L'Halászlé$NOM essere$VER:pres un$DET:indef piatto$NOM tipico$ADJ del$PRE:det cucina$NOM ungherese.$NOM
IT#WIKI#Joseph_Dietzgen	Dietzgen$NOM essere$VER:impf di$PRE famiglia$NOM contadino$ADJ e$CON conciatrice.Il$NOM padre,che$ADJ possedere$VER:impf una$DET:indef conceria,ben$NOM presto$ADV si$PRO:pers trasferire$VER:remo a$PRE Uckerath,presso$NOM Siegburg$NOM con$PRE tutto$ADJ il$DET:def famiglia,portando$NOM quindi$ADV con$PRE sé$NOM il$DET:def piccolo$ADJ Joseph.Qui$NOM Dietzgen$NOM frequentare$VER:remo il$DET:def locale$ADJ scuola$NOM elementare$ADJ e$CON più$ADV tardi,per$VER:cpre breve$ADJ tempo,la$VER:infi scuola$NOM media$NOM a$PRE Colonia.$NOM
IT#WIKI#Le_Marillais	il$DET:def Marillais$NOM essere$VER:pres un$DET:indef comune$NOM francese$ADJ di$PRE @card@$NUM abitante$NOM situare$VER:pper nel$PRE:det dipartimento$NOM del$PRE:det Maine$NOM e$CON Loira$NOM nel$PRE:det regione$NOM del$PRE:det Loira.$NOM
IT#WIKI#10709_Ottofranz	@card@$NUM Ottofranz$NOM essere$VER:pres un$DET:indef asteroide$NOM del$PRE:det fascia$NOM principale.$ABR
IT#WIKI#David_Knopfler	figlio$NOM di$PRE un$DET:indef architetto$NOM ebreo$ADJ di$PRE origine$NOM ungherese$ADJ che$PRO:rela si$PRO:pers stabilire$VER:remo in$PRE scozia$NOM nel$PRE:det @card@$NUM David$NPR crescere$VER:remo a$PRE Newcastle-upon-Tyne,$NOM nel$PRE:det nord$ADJ dell'Inghilterra.$NOM
IT#WIKI#La_Brousse	il$DET:def Brousse$NOM essere$VER:pres un$DET:indef comune$NOM francese$ADJ di$PRE @card@$NUM abitante$NOM situare$VER:pper nel$PRE:det dipartimento$NOM del$PRE:det Charente$NOM Marittima$NOM nel$PRE:det regione$NOM di$PRE Poitou-Charentes.$NOM
IT#WIKI#Datazione_radiometrica	il$DET:def datazione$NOM radiometrica$ADJ essere$VER:pres uno$ADJ del$PRE:det metodo$NOM per$PRE determinare$VER:infi l'età$VER:infi di$PRE oggetto$NOM antichi.$ABR
IT#WIKIDATA#Q696856	comune$NOM francese$ADJ
IT#WIKIDATA#Q2312801	attore$NOM e$CON modella|modello$NOM singalese$ADJ
IT#WIKIDATA#Q504679	comune$NOM tedesco$ADJ
IT#WIKI#Łukta	Łukta$NOM essere$VER:pres un$DET:indef comune$ADJ rurale$NOM polacco$ADJ del$PRE:det distretto$NOM di$PRE Ostróda,$NOM nel$PRE:det voivodato$NOM del$PRE:det Varmia-Masuria.$NOM
IT#WIKIDATA#Q1021784	comune$NOM del$PRE:det Romania,$NOM nel$PRE:det distretto$NOM di$PRE Argeș$NOM
IT#WIKI#Dipartimento_di_Antofagasta_de_la_Sierra	Antofagasta$NOM de$NPR il$DET:def sierra$NOM essere$VER:pres un$DET:indef dipartimento$NOM argentino,$NOM situare$VER:pper nel$PRE:det parte$NOM settentrionale$ADJ del$PRE:det provincia$NOM di$PRE Catamarca,$NOM con$PRE capoluogo$NOM Antofagasta$NOM de$NPR il$DET:def Sierra.$ABR
IT#WIKI#Necip_Uysal	debuttare$VER:pres da$PRE professionista$NOM con$PRE il$DET:def Beşiktaş$NOM nel$PRE:det @ord@$ORD
IT#WIKI#Hauho	Hauho$NOM essere$VER:pres essere|stare$VER:pper un$DET:indef comune$NOM finlandese$ADJ di$PRE @card@$NUM abitanti,$NOM situare$VER:pper nel$PRE:det regione$NOM del$PRE:det Kanta-Häme.$NOM
IT#WIKI#6030_Zolensky	@card@$NUM Zolensky$NOM essere$VER:pres un$DET:indef asteroide$NOM del$PRE:det fascia$NOM principale.$ABR
IT#WIKI#Espelúy	Espelúy$NOM essere$VER:pres un$DET:indef comune$NOM spagnolo$ADJ di$PRE @card@$NUM abitante$NOM situare$VER:pper nel$PRE:det comunità$NOM autonomo$ADJ dell'Andalusia.$NOM
IT#WIKIDATA#Q1439046	comune$NOM francese$ADJ
IT#WIKI#Oberlarg	Oberlarg$NOM essere$VER:pres un$DET:indef comune$NOM francese$ADJ di$PRE @card@$NUM abitante$NOM situare$VER:pper nel$PRE:det dipartimento$NOM dell'Alto$ADJ Reno$NPR nel$PRE:det regione$NOM dell'Alsazia.$ABR
IT#WIKI#Torras_i_Bages_(metropolitana_di_Barcellona)	Torras$NOM il$DET:def Bages$NOM essere$VER:pres una$DET:indef stazione$NOM del$PRE:det linea$NOM @card@$NUM del$PRE:det metropolitana$NOM di$PRE Barcellona$NPR situare$VER:pper sotto$ADV il$DET:def Paseo$NOM de$NPR Torras$NOM il$DET:def Bages$NOM nel$PRE:det distretto$NOM di$PRE Sant$NOM Andreu$NOM di$PRE Barcellona.$NOM
IT#WIKIDATA#Q42440	anno$NOM
IT#WIKI#Dipartimento_di_Chimaltenango	il$DET:def dipartimento$NOM di$PRE Chimaltenango$NOM essere$VER:pres uno$DET:indef del$PRE:det @card@$NUM dipartimento$NOM del$PRE:det Guatemala,$NOM il$DET:def capoluogo$NOM essere$VER:pres il$DET:def città$NOM di$PRE Chimaltenango.$NOM
IT#WIKIDATA#Q949710	golfista$NOM statunitense$ADJ
IT#WIKIDATA#Q765861	gruppo$NOM musicale$ADJ inglese$ADJ
IT#WIKIDATA#Q5502	anno$NOM
IT#WIKI#Maramureș	Maramureș$NOM essere$VER:pres una$DET:indef regione$NOM storica,$NOM geografico$ADJ ed$CON etno-culturale$ADJ nel$PRE:det nord$NOM del$PRE:det Transilvania$NOM lungo$PRE il$DET:def corso$NOM superiore$ADJ del$PRE:det Tibisco.$NOM
IT#WIKIDATA#Q972670	lanciagranate$NOM
IT#WIKI#Claudia_Ottavia	a$PRE solo$ADJ otto$ADJ anno$NOM venire$VER:pres utilizzare$VER:pper dal$PRE:det madre$NOM per$PRE cercare$VER:infi di$PRE frenare$VER:infi l'ira$VER:infi di$PRE Claudio$NPR che,$NOM mettere$VER:pper al$PRE:det corrente$NOM del$PRE:det scandaloso$ADJ "matrimonio"$NOM dell'imperatrice$ADJ con$PRE Gaio$NOM Silio,$NOM tornare$VER:impf da$PRE ostia$NOM a$PRE Roma.$NOM
IT#WIKI#Boston	boston$NOM essere$VER:pres una$DET:indef città$NOM del$PRE:det stato$NOM Uniti$NOM d'America,$NOM capoluogo$NOM del$PRE:det contea$NOM di$PRE Suffolk$NOM e$CON capitale$NOM del$PRE:det stato$NOM del$PRE:det Massachusetts.$NOM
IT#WIKI#László_Németh	iniziare$VER:remo il$DET:def suo$PRO:poss attività$NOM aderire$VER:geru al$PRE:det gruppo$NOM letterario$ADJ del$PRE:det rivista$NOM Nyugat.$ABR
IT#WIKIDATA#Q1642733	comune$NOM spagnolo$ADJ
IT#WIKI#Classe_Alvand	il$DET:def classe$NOM Alvand$NOM essere|sonare$VER:pres del$PRE:det unità$NOM di$PRE scorta$NOM del$PRE:det marina$NOM iraniana,$NOM ordinare$VER:pper al$PRE:det cantiere$NOM Vosper$NOM Thorneycroft$NOM e$CON costruire$VER:pper in$PRE Gran$NOM Bretagna.$ABR
IT#WIKIDATA#Q1754871	comune$NOM brasiliano$ADJ
IT#OMWIKI#399903	dizionario$NOM online$ADJ gratuito$ADJ creato$NOM da$PRE scrittorio$ADJ volontari.$NOM
IT#WIKIDATA#Q1171405	film$NOM del$PRE:det @card@$NUM diretto$ADJ da$PRE Daniel$NPR Mann$NPR
IT#WIKIDATA#Q752535	comune$NOM francese$ADJ
IT#WIKI#12070_Kilkis	@card@$NUM Kilkis$NOM essere$VER:pres un$DET:indef asteroide$NOM del$PRE:det fascia$NOM principale.$ABR
IT#WIKI#Taste	Taste$VER:remo essere$VER:impf il$DET:def nome$NOM del$PRE:det trio$NOM formare$VER:pper da$PRE Rory$NOM Gallagher$NPR chitarrista$NOM irlandese,$NOM Richard$NPR Mc$NOM Craken$NOM e$CON John$NPR Wilson.$ABR
IT#WIKI#Perth_(Australia_Occidentale)	Perth$NOM essere$VER:pres il$DET:def capitale$NOM del$PRE:det essere|stare$VER:pper australiano$ADJ dell'Australia$NOM Occidentale.$NOM
IT#WIKI#Valmont_(Senna_Marittima)	Valmont$NOM essere$VER:pres un$DET:indef comune$NOM francese$ADJ di$PRE @card@$NUM abitante$NOM situare$VER:pper nel$PRE:det dipartimento$NOM del$PRE:det senna$NOM Marittima$NOM nel$PRE:det regione$NOM dell'Alta$VER:pres Normandia.$NOM
IT#WIKIDATA#Q671475	L'aeroporto$NOM internazionale$ADJ di$PRE boston$NOM
IT#WIKI#Teodoro_II_d'Etiopia	il$DET:def suo$PRO:poss ascesa$NOM al$PRE:det potere,$NOM da$PRE ras$NOM abissino,$NOM porre$VER:remo fine$NOM all'Era$ADJ del$PRE:det Principi,$NOM gettare$VER:geru il$DET:def fondamento$NOM per$PRE il$DET:def moderno$ADJ Etiopia.$NOM
IT#WIKI#Microregione_di_Litoral_Nordeste	Litoral$ADJ Nordeste$NOM essere$VER:pres una$DET:indef microregione$NOM del$PRE:det stato$NOM del$PRE:det rio$NOM grande$NOM do$NOM Norte$NOM in$PRE Brasile,$NOM appartenere$VER:ppre al$PRE:det mesoregione$NOM di$PRE Leste$NOM Potiguar.$ABR
IT#WIKIDATA#Q250267	prenome$NOM italiano$ADJ
IT#WIKI#Enea_di_Gaza	in$PRE un$DET:indef dialogo$NOM intitolare$VER:pper Teofrasto$NOM alludere$VER:pres a$PRE Ierocle$NOM di$PRE Alessandria$NPR come$CON al$PRE:det proprio$ADJ maestro$NOM e$CON nel$PRE:det suo$PRO:poss lettera$NOM fare$VER:pres riferimento$NOM al$PRE:det suo$PRO:poss amico$ADJ Procopio$NOM di$PRE Gaza,$NOM vivere$VER:pper tra$PRE il$DET:def fine$NOM del$PRE:det V$NPR e$CON il$DET:def inizio$NOM del$PRE:det VI$NUM secolo.$NOM
IT#WIKIDATA#Q403699	Idro$ADJ Aichi$NOM
IT#WIKIDATA#Q377280	minerale$NOM
IT#WIKI#Gambrinus_liga_2000-2001	L'edizione$VER:remo @card@$NUM del$PRE:det Gambrinus$NOM liga$NOM vedere$VER:remo il$DET:def vittoria$NOM finale$ADJ del$PRE:det Sparta$NOM Praga.$ABR
IT#WIKI#DFS_39	il$DET:def DFS$NOM @card@$NUM o$CON anche$ADV delta$NOM IVc,$NOM essere$VER:impf un$DET:indef velivolo$NOM sperimentale$ADJ monomotore$ADJ e$CON monoposto$ADJ dotare$VER:pper di$PRE ala$NOM a$PRE delta,$NOM realizzare$VER:pper e$CON sviluppare$VER:pper in$PRE Germania$NPR dall'istituto$NOM di$PRE ricerca$NOM Deutsche$NPR Forschungsanstalt$NOM für$VER:geru Segelflug$NOM nel$PRE:det secondo$ADJ parte$NOM del$PRE:det anno$NOM trenta.$NOM
IT#WIKIDATA#Q836068	edizione$NOM del$PRE:det torneo$NOM calcistico$ADJ
IT#WIKI#Reazione_alcali_aggregati	il$DET:def reazione$NOM alcali$NOM aggregato$ADJ essere$VER:pres una$DET:indef del$PRE:det forma$NOM di$PRE degrado$NOM chimico$ADJ del$PRE:det calcestruzzo$NOM che$PRO:rela si$PRO:refl innescare$VER:pres in$PRE presenza$NOM di$PRE aggregare$VER:pper caratterizzare$VER:pper da$PRE una$DET:indef particolare$ADJ composizione$NOM mineralogica.$ABR
IT#WIKI#Bandiera_di_El_Salvador	il$DET:def bandiera$NOM del$PRE:det Salvador$NPR essere$VER:pres essere|stare$VER:pper adottata,$NOM come$PRE bandiera$NOM di$PRE stato$NOM a$PRE terra,$NOM il$DET:def @card@$NUM settembre$NOM @ord@$ORD
IT#WIKI#Rociu	Rociu$NOM essere$VER:pres un$DET:indef comune$NOM del$PRE:det Romania$NPR di$PRE @card@$NUM abitanti,$NOM ubicare$VER:pper nel$PRE:det distretto$NOM di$PRE Argeş,$NOM nel$PRE:det regione$NOM storico$ADJ del$PRE:det Muntenia.$NOM
IT#WIKIDATA#Q677764	videogioco$NOM del$PRE:det @card@$NUM
IT#WIKI#USA_PATRIOT_Act	usare$VER:pres PATRIOT$NOM Act,$NOM acronimo$NOM di$PRE Uniting$NOM and$NPR Strengthening$NOM America$NPR by$NOM Providing$NOM appropriare$VER:cpre Tools$NOM Required$NOM to$FW Intercept$NOM and$NPR Obstruct$NOM Terrorism$NOM Act$NOM of$NPR @card@$NUM essere$VER:pres una$DET:indef legge$NOM federale$ADJ statunitense.$NOM
IT#WIKIDATA#Q162234	anima$NOM e$CON manga$VER:impe
IT#WIKIDATA#Q133936	genere$NOM di$PRE animale$NOM del$PRE:det famiglia$NOM Prestosuchidae$NOM
IT#WIKIDATA#Q1068817	comune$NOM francese$ADJ
IT#WIKI#Prats_de_Lluçanès	Prats$NOM de$NPR Lluçanès$NOM essere$VER:pres un$DET:indef comune$NOM spagnolo$ADJ di$PRE @card@$NUM abitante$NOM situare$VER:pper nel$PRE:det comunità$NOM autonomo$ADJ del$PRE:det Catalogna.$NOM
IT#WIKIDATA#Q991750	comune$NOM francese$ADJ
IT#WIKI#Jon_Heder	uno$NOM del$PRE:det sei$ADJ figlio$NOM di$PRE James$NPR Heder,$NOM medico,$NOM e$CON suo$PRO:poss moglie$NOM Helen,$NOM Jon$NOM crescere$VER:pres in$PRE Colorado$NOM assieme$ADV a$PRE suo$PRO:poss fratello$NOM gemello$ADJ Dan,$NOM inoltre$ADV avere$VER:pres una$DET:indef sorella$ADJ e$CON un$DET:indef fratello$NOM più$ADV grandi,$VER:geru Rachel$NOM e$CON Doug,$NOM e$CON due$ADJ più$ADV giovane$ADJ Matt$NOM e$CON Adam.$NOM
IT#WIKIDATA#Q850676	comune$ADJ ceco$NOM
IT#WIKI#Gustave_Flourens	figlio$NOM del$PRE:det fisiologo$NOM e$CON professore$NOM al$PRE:det Collège$NOM de$NPR France$NPR Pierre$NPR Flourens,$NOM che$PRO:rela essere$VER:remo deputare$VER:pper nel$PRE:det @card@$NUM e$CON pari$ADV di$PRE Francia$NPR dal$PRE:det @card@$NUM Gustave$NOM Flourens$NOM si$PRO:pers laureare$VER:remo in$PRE lettera$NOM e$CON in$PRE scienze,$NOM e$CON a$PRE @card@$NUM anni,$NOM nel$PRE:det @card@$NUM ottenere$VER:remo il$DET:def cattedra$NOM di$PRE storia$NOM naturale$ADJ al$PRE:det Collège$NOM de$NPR France.$ABR
IT#WIKI#Montbonnot-Saint-Martin	Montbonnot-Saint-Martin$NOM essere$VER:pres un$DET:indef comune$NOM francese$ADJ di$PRE @card@$NUM abitante$NOM situare$VER:pper nel$PRE:det dipartimento$NOM dell'Isère$NOM del$PRE:det regione$NOM del$PRE:det Rodano-Alpi,$NOM nel$PRE:det zona$NOM dell'antica$ADJ provincia$NOM del$PRE:det Grésivaudan.$NOM
IT#WIKIDATA#Q8467	califfo$NOM islamico$ADJ
IT#WIKI#Arato_di_Soli	di$PRE formazione$NOM stoica,$NOM si$PRO:pers recare$VER:remo a$PRE Pella,$NOM capitale$ADJ del$PRE:det regno$NOM di$PRE Macedonia,$NOM su$PRE richiesta$NOM del$PRE:det re$NOM Antigono$NOM Gonata.$ABR
IT#WIKI#Ermenonville-la-Grande	Ermenonville-la-Grande$NOM essere$VER:pres un$DET:indef comune$NOM francese$ADJ di$PRE @card@$NUM abitante$NOM situare$VER:pper nel$PRE:det dipartimento$NOM dell'Eure-et-Loir$VER:infi nel$PRE:det regione$NOM del$PRE:det Centro.$NOM
IT#WIKI#Paesi_Bassi_e_l'Eurofestival	il$DET:def paese$NOM basso$NOM avere$VER:pres partecipare$VER:pper a$PRE quasi$ADV tutto$ADJ il$DET:def edizione$NOM dell'Eurovision$VER:infi Song$NOM Contest$NOM vincere$VER:geru quattro$ADJ volte.$NOM
IT#WIKI#Clemens_Fritz	iniziare$VER:pres a$PRE giocare$VER:infi in$PRE squadra$NOM minore$ADJ tedesche,$NOM primo$ADJ nel$PRE:det Leipzig$NOM e$CON dal$PRE:det @card@$NUM nel$PRE:det Rot-Weiss$NOM Erfurt,$NOM club$NOM del$PRE:det Regional$NOM Liga$NOM tedesca.$NOM
IT#WIKIDATA#Q243028	comune$NOM francese$ADJ
IT#WIKI#Rattus_morotaiensis	il$DET:def ratto$NOM di$PRE Halmahera$NOM essere$VER:pres un$DET:indef roditore$ADJ del$PRE:det famiglia$NOM del$PRE:det Muridi$NOM diffondere$VER:pper nel$PRE:det isola$NOM Molucche$NOM settentrionali.$NOM
IT#WIKI#Blémerey_(Meurthe_e_Mosella)	Blémerey$NOM essere$VER:pres un$DET:indef comune$NOM francese$ADJ di$PRE @card@$NUM abitante$NOM situare$VER:pper nel$PRE:det dipartimento$NOM del$PRE:det Meurthe$NOM e$CON Mosella$NOM nel$PRE:det regione$NOM del$PRE:det Lorena.$NOM
IT#WIKI#Caldas_(Brasile)	Caldas$NOM essere$VER:pres un$DET:indef comune$NOM di$PRE @card@$NUM abitante$NOM del$PRE:det stato$NOM del$PRE:det Minas$NOM Gerais$NOM in$PRE Brasile.$NOM
IT#WIKI#Giocattolo_sessuale	un$DET:indef giocattolo$NOM sessuale$ADJ essere$VER:pres generalmente$ADV un$DET:indef oggetto$NOM di$PRE piccolo$ADJ o$CON medio$ADJ dimensioni,$NOM realizzare$VER:pper in$PRE vario|varo$ADJ materiali,$NOM da$PRE utilizzare$VER:infi durante$PRE il$DET:def pratica$NOM sessuale$ADJ di$PRE coppia,$NOM di$PRE gruppo$NOM o$CON anche$ADV singolarmente,$NOM per$PRE incrementare$VER:infi il$DET:def piacere$NOM erotico.$ABR
IT#WIKI#Theodore_Bikel	il$DET:def famiglia$NOM di$PRE Bikel$NOM fuggire$VER:remo in$PRE Palestina$NPR dopo$CON l'occupazione$VER:remo nazista$ADJ dell'Austria$NOM a$PRE seguito$NOM dell'Anschluss.$ABR
IT#WIKIDATA#Q125438	calciatore$NOM italiano$ADJ
IT#WIKI#Battaglia_del_Lago_Regillo	il$DET:def battaglia$NOM del$PRE:det lago$NOM Regillo$NOM essere$VER:pres una$DET:indef del$PRE:det primo$ADJ leggendario$ADJ vittoria$NOM romane.$ABR
IT#WIKIDATA#Q504100	ingegnere$NOM giapponese$ADJ
IT#WIKIDATA#Q256112	attore$NOM canadese$ADJ
IT#WIKIDATA#Q32539	calciatore$NOM spagnolo$ADJ
IT#WIKIDATA#Q272181	specie$ADV di$PRE pianta$NOM del$PRE:det famiglia$NOM Fabaceae$NOM
IT#WIKI#Těmice_(Moravia_meridionale)	Těmice$NOM essere$VER:pres un$DET:indef comune$NOM del$PRE:det repubblica$NOM ceca|ceco$NOM fare$VER:ppre parte$NOM del$PRE:det distretto$NOM di$PRE Hodonín,$NOM nel$PRE:det regione$NOM del$PRE:det Moravia$NOM meridionale.$NOM
IT#WIKI#Cerere_(astronomia)	Cerere$NOM essere$VER:pres l'asteroide$VER:infi più$ADV massiccio$ADJ del$PRE:det fascia$NOM principale$ADJ del$PRE:det sistema$NOM solare;$NOM essere$VER:remo inoltre$ADV il$DET:def primo$NOM ad$PRE essere$VER:infi scoperto,$VER:infi il$DET:def 1º$NOM gennaio$NOM @card@$NUM da$PRE Giuseppe$NPR Piazzi,$NOM e$CON per$PRE mezzo$ADJ secolo$NOM essere$VER:pres essere|stare$VER:pper considerare$VER:pper l'ottavo$VER:infi pianeta.$NOM
IT#WIKI#Ad_Majorem_Sathanas_Gloriam	ad$PRE Majorem$NOM Sathanas$NOM Gloriam$NOM essere$VER:pres il$DET:def settimo$ADJ album$NOM in$PRE studio$NOM del$PRE:det gruppo$NOM black$NOM metal$NOM norvegese$ADJ Gorgoroth,$NOM pubblicare$VER:pper il$DET:def @card@$NUM giugno$NOM @card@$NUM da$PRE Regain$NOM Records.$ABR
IT#WIKIDATA#Q737109	film$NOM del$PRE:det @card@$NUM diretto$ADJ da$PRE monta|monte$NOM Hellman$NOM
IT#WIKI#Barthe_(comune_francese)	Barthe$NOM essere$VER:pres un$DET:indef comune$NOM francese$ADJ di$PRE @card@$NUM abitante$NOM situare$VER:pper nel$PRE:det dipartimento$NOM del$PRE:det Alti$NOM Pirenei$NPR nel$PRE:det regione$NOM del$PRE:det Midi-Pirenei.$NOM
IT#WIKIDATA#Q1164	essere|stare$VER:pper indiano$NOM
IT#WIKIDATA#Q27823	codice$NOM ISO$NPR per$PRE l'India$VER:infi
IT#WIKI#Nokia_3155	il$DET:def Nokia$NPR 3155i$NOM /$PON VI-3155$NOM essere$VER:pres un$DET:indef telefono$NOM cellulare$ADJ tri-mode$ADJ CDMA$NOM dotare$VER:pper di$PRE un$DET:indef display$NOM a$PRE 262K,$NOM @card@$NUM MB$NOM di$PRE memoria$NOM dinamica,$NOM altoparlante,$NOM radio,$NOM suoneria$NOM video,$NOM e$CON supporto$NOM per$PRE streaming$NOM audio/video.$NOM
IT#WIKI#Governatorato_di_Dhi_Qar	il$DET:def governatorato$NOM di$PRE Dhi$NOM Qar$NOM essere$VER:pres uno$DET:indef del$PRE:det diciotto$ADJ governatorato$NOM del$PRE:det repubblica$NOM dell'Iraq,$NOM il$DET:def cui$PRO:rela capoluogo$NOM essere$VER:pres Nassiriya.$NOM
IT#WIKI#L'infernale_Quinlan	L'infernale$VER:impe Quinlan$NOM essere$VER:pres un$DET:indef film$NOM del$PRE:det @card@$NUM scritto,$NOM diretto$ADJ e$CON interpretare$VER:pper da$PRE Orson$NOM Welles,$NOM liberamente$ADV tratto$NOM dal$PRE:det romanzo$ADJ Badge$NOM of$NPR Evil$NOM di$PRE Whit$NOM Masterson.$ABR
IT#WIKI#Poljarnyj	Poljarnyj$NOM essere$VER:pres una$DET:indef cittadino$NOM del$PRE:det Russia$NPR europeo$ADJ settentrionale,$NOM situare$VER:pper lungo$PRE il$DET:def fiordo$NOM di$PRE Murmansk,$NOM comprendere$VER:pper amministrativamente$ADV nell'oblast'$NOM di$PRE Murmansk.$NOM
IT#WIKI#Kaori_Inoue	giocare$VER:impf nel$PRE:det ruolo$NOM di$PRE centrale$NOM nel$PRE:det Denso$NOM Airybees.$ABR
IT#WIKI#Burgos_(Ilocos_Sur)	Burgos$NOM essere$VER:pres una$DET:indef municipalità$NOM di$PRE quarta|quarto$NOM classe$NOM del$PRE:det Filippine,$NOM situare$VER:pper nel$PRE:det provincia$NOM di$PRE Ilocos$NOM Sur,$NOM nel$PRE:det regione$NOM di$PRE Ilocos.$NOM
IT#WIKIDATA#Q871779	comune$NOM francese$ADJ
IT#WIKI#Draft_NBA_1974	il$DET:def Draft$NPR NBA$ABR @card@$NUM portare$VER:remo in$PRE NBA$NOM due$ADJ futuro$ADJ commentatore$NOM ESPN$NOM oltre$CON all'attuale$VER:impe head$ADJ coach$NOM del$PRE:det indiana|indiano$NOM Fever,$NOM Brian$NPR Winters.$ABR
IT#WIKIDATA#Q241043	attore$NOM francese$ADJ
IT#WIKIDATA#Q1225468	comune$NOM francese$ADJ
IT#WIKI#Santeny	Santeny$NOM essere$VER:pres un$DET:indef comune$NOM francese$ADJ di$PRE @card@$NUM abitante$NOM situare$VER:pper nel$PRE:det dipartimento$NOM del$PRE:det valle$NOM del$PRE:det marna$NOM nel$PRE:det regione$NOM dell'Île-de-France.$ABR
IT#WIKI#Jiddu_Krishnamurti	nel$PRE:det @card@$NUM ancorare$VER:pres ragazzo,$NOM essere$VER:remo notare$VER:pper da$PRE C.W.$NOM
IT#WIKI#Bergnicourt	Bergnicourt$NOM essere$VER:pres un$DET:indef comune$NOM francese$ADJ di$PRE @card@$NUM abitante$NOM situare$VER:pper nel$PRE:det dipartimento$NOM del$PRE:det Ardenne$NOM nel$PRE:det regione$NOM del$PRE:det Champagne-Ardenne.$NOM
IT#WIKI#Papa_Giovanni_XX	Giovanni$NPR XX$NUM non$ADV essere$VER:pres mai$ADV esistito.$NOM
IT#WIKI#Szegilong	Szegilong$NOM essere$VER:pres un$DET:indef comune$ADJ dell'Ungheria$NOM di$PRE @card@$NUM abitanti.$ABR
IT#WIKIDATA#Q123164	compositore$NOM svizzero$ADJ
IT#WIKIDATA#Q74775	comune$NOM francese$ADJ
IT#WIKI#VIII_Giochi_paralimpici_estivi	il$DET:def VIII$NUM gioco$NOM Paralimpici$NOM estivo$ADJ si$PRO:refl essere|sonare$VER:pres tenere$VER:pper nel$PRE:det @card@$NUM a$PRE Seoul,$NOM Corea$ADJ del$PRE:det Sud.$NOM
IT#WIKI#Omarion	omaro$NOM Ishmael$NOM Grandberry$NOM essere$VER:pres il$DET:def più$ADV vecchio$ADJ di$PRE sette$ADJ figlio$NOM di$PRE Leslie$NPR Burrel$NOM e$CON Trent$NOM Grandberry.$ABR
IT#WIKI#Irvine_(California)	Irvine$VER:impe essere$VER:pres una$DET:indef città$NOM del$PRE:det contea$NOM di$PRE Orange,$NOM in$PRE California.$NOM
