FR#WIKIDATA#Q544	système$NOM planétaire$ADJ du$PRP:det Soleil$NAM
FR#WIKI#Remi_de_Reims	saint$ADJ Remi,$NOM naître$VER:pper dans$PRP ce$PRO:DEM qui$PRO:REL n'était$VER:impf pas$ADV encore$ADV le$DET:ART diocèse$NOM de$PRP Laon,$NAM être$VER:simp évêque$NOM de$PRP Reims$NAM pendant$PRP soixante-quatorze$NUM ans,$NOM si$KON on$PRO:PER croire$VER:pres l'inscription$NOM à$PRP partir$VER:infi de$PRP @card@$NUM jusqu'à$NOM son$DET:POS mort$NOM que$PRO:REL faire$VER:simp porter$VER:infi sur$PRP son$DET:POS tombeau$NOM l'archevêque$NOM Hincmar$NAM de$PRP Reims$NAM en$PRP @ord@$NAM
FR#OMWIKI#8078	petit$ADJ principauté$NOM d'Europe$NOM qui$PRO:REL avoir$VER:pres un$DET:ART frontière$NOM commun$ADJ seulement$ADV avec$PRP le$DET:ART France.$ABR
FR#WIKI#Eonycteris	Eonycteris$NOM être$VER:pres un$DET:ART genre$NOM de$PRP chauves-souris.$ABR
FR#WIKI#Erik_Thorstvedt	Erik$NAM Thorstvedt,$NAM naître$VER:pper le$DET:ART à$PRP Stavanger,$NAM être$VER:pres un$DET:ART ancien$ADJ footballeur$NOM norvégien,$ADJ qui$PRO:REL évoluer$VER:impf au$PRP:det poste$NOM de$PRP gardien$NOM de$PRP but$NOM à$PRP Tottenham$NAM Hotspur$NAM et$KON en$PRP équipe$NOM de$PRP Norvège.$NAM
FR#WIKI#East_Providence_(Rhode_Island)	East$NOM Providence$NAM être$VER:pres un$DET:ART ville$NOM de$PRP l'État$NOM du$PRP:det Rhode$NOM Island$NAM au$PRP:det États-Unis.$NAM
FR#WIKIDATA#Q1886116	série$NOM de$PRP jeu$NOM vidéo$ADJ
FR#WIKIDATA#Q527036	joueur$NOM de$PRP hockey-sur-glace$NOM russe$ADJ
FR#WIKI#Nicolás_Bertolo	Nicolás$NAM Bertolo$NAM être$VER:pres un$DET:ART footballeur$NOM argentin,$ADJ milieu$NOM de$PRP terrain,$NOM évoluer$VER:ppre actuellement$ADV à$PRP l'US$ADJ Palerme.$NAM
FR#WIKI#Charny_(Seine-et-Marne)	Charny$NAM être$VER:pres un$DET:ART commune$NOM française,$ADJ situer$VER:pper dans$PRP le$DET:ART département$NOM de$PRP Seine-et-Marne$NAM et$KON le$DET:ART région$NOM Île-de-France.$ADJ
FR#WIKI#Temple_d'Uppsala	le$DET:ART temple$NOM d'Uppsala$VER:simp être$VER:pres un$DET:ART centre$NOM religieux$ADJ médiéval$ADJ dans$PRP le$DET:ART paganisme$NOM nordique,$ADJ situer$VER:pper dans$PRP le$DET:ART Gamla$NAM Uppsala$NAM en$PRP Suède.$NAM
FR#WIKIDATA#Q785159	album$NOM de$PRP Bob$NAM Dylan$NAM
FR#WIKI#Carte_du_Vinland	le$DET:ART «$PUN:cit carte$NOM du$PRP:det Vinland$NAM »$PUN:cit être$VER:pres un$DET:ART mappemonde$NOM qui$PRO:REL représenter$VER:cond le$DET:ART monde$NOM connaître$VER:pper en$PRP inclure$VER:ppre du$PRP:det terre$NOM présumer$VER:pper inconnu$ADJ au,$NOM notamment$ADV le$DET:ART Groenland,$NOM le$DET:ART Japon$NAM et$KON un$DET:ART île,$NOM le$DET:ART Vinland,$NOM dénommer$VER:pper Vinlanda$VER:simp Insula$NOM et$KON rappeler$VER:ppre le$DET:ART contour$NOM approximatif$ADJ de$PRP l'Amérique$NOM du$PRP:det Nord.$NOM
FR#WIKI#Alaixys_Romao	Jacques-Alaixys$NAM Romao,$NAM naître$VER:pper le$DET:ART à$PRP L'Haÿ-les-Roses,$NAM être$VER:pres un$DET:ART footballeur$NOM franco-togolais.$ADJ
FR#WIKI#Bussy-en-Othe	Bussy-en-Othe$NAM être$VER:pres un$DET:ART commune$NOM française,$ADJ situer$VER:pper dans$PRP le$DET:ART département$NOM de$PRP l'Yonne$NOM et$KON le$DET:ART région$NOM Bourgogne.$NAM
FR#WIKI#Championnats_du_monde_d'haltérophilie_2010	le$DET:ART championnat$NOM du$PRP:det monde$NOM d'haltérophilie$NOM @card@$NUM avoir$VER:pres lieu$NOM à$PRP Antalya$NAM en$PRP Turquie$NAM du$PRP:det au.$NOM
FR#WIKIDATA#Q221795	poisson$NOM
FR#WIKI#Wade_Robson	Wade$NAM Jeremy$NAM William$NAM Robson,$ABR connaître$VER:pper Wade$NAM Robson$NAM être$VER:pres un$DET:ART chorégraphe$NOM et$KON présentateur$NOM de$PRP télévision$NOM australien$ADJ naître$VER:pper le$DET:ART @card@$NUM septembre$NOM @card@$NUM à$PRP Brisbane.$NAM
FR#WIKI#Saeco	Saeco$NAM être$VER:pres un$DET:ART entreprise$NOM italien$ADJ spécialiser$VER:pper dans$PRP le$DET:ART fabrication$NOM de$PRP cafetières.$NOM
FR#WIKI#Rimavská_Seč	Rimavská$ABR Seč$ABR être$VER:pres un$DET:ART village$NOM de$PRP Slovaquie$NAM situer$VER:pper dans$PRP le$DET:ART région$NOM de$PRP Banská$NAM Bystrica.$ABR
FR#WIKI#Zamora-Chinchipe	le$DET:ART province$NOM de$PRP Zamora-Chinchipe$NAM être$VER:pres un$DET:ART subdivision$NOM de$PRP l'Équateur.$ABR
FR#WIKIDATA#Q650647	commun$ADJ estonien$NOM
FR#WIKIDATA#Q2349767	commune$NOM tchèque$ADJ
FR#WIKI#Madame_Bovary	Madame$NAM Bovary$NAM être$VER:pres un$DET:ART roman$NOM de$PRP Gustave$NAM Flaubert$NAM paraître$VER:pper en$PRP @card@$NUM dont$PRO:REL le$DET:ART titre$NOM original$ADJ être$VER:pres Madame$NAM Bovary,$ABR mœurs$NOM de$PRP province.$ABR
FR#WIKIDATA#Q54580	joueur$NOM de$PRP tennis$NOM américain$ADJ
FR#WIKI#Le_Change	le$DET:ART Change$NAM être$VER:pres un$DET:ART commune$NOM française,$ADJ situer$VER:pper dans$PRP le$DET:ART département$NOM de$PRP le$DET:ART Dordogne$NAM et$KON le$DET:ART région$NOM Aquitaine.$ABR
FR#WIKI#David_Knopfler	David$NAM Knopfler,$NAM musicien$NOM britannique$ADJ originaire$ADJ de$PRP Glasgow,$NAM être$VER:pres naître$VER:pper le.$VER:pper
FR#WIKIDATA#Q160808	footballeur$NOM allemand$ADJ
FR#WIKIDATA#Q249789	astéroïde$NOM de$PRP le$DET:ART ceinture$NOM principal$ADJ d'astéroïdes$ADJ
FR#WIKI#Muséum_Field	le$DET:ART Museum$NAM Field$NAM être$VER:pres situer$VER:pper à$PRP Chicago$NAM sur$PRP le$DET:ART Lake$NOM Shore$NAM driver$VER:pres près$ADV du$PRP:det Lac$NAM Michigan.$ABR
FR#WIKI#Saubusse	Saubusse$NAM être$VER:pres un$DET:ART commune$NOM française,$ADJ situer$VER:pper dans$PRP le$DET:ART département$NOM du$PRP:det Landes$NAM et$KON le$DET:ART région$NOM Aquitaine.$ABR
FR#WIKI#Pål_Tyldum	Pål$NOM Tyldum$NAM être$VER:pres un$DET:ART ancien$ADJ fondeur$NOM norvégien.$ADJ
FR#WIKIDATA#Q646825	commune$NOM allemand$ADJ
FR#WIKI#Nicolas_Lémery	Nicolas$NAM Lémery,$NAM naître$VER:pper à$PRP Rouen$NAM le$DET:ART et$KON mort$NOM à$PRP Paris$NAM le,$NOM être$VER:pres un$DET:ART pharmacien$NOM et$KON un$DET:ART chimiste$NOM français.$ADJ
FR#WIKIDATA#Q1502623	astéroïde$NOM de$PRP le$DET:ART ceinture$NOM principal$ADJ d'astéroïdes$ADJ
FR#WIKI#Attaque_Richter-Veresov	L'attaque$NAM Richter-Veresov$NAM être$VER:pres l'ouverture$NOM du$PRP:det jeu$NOM d'échecs$ADJ qu'on$NOM obtenir$VER:pres après$PRP le$DET:ART coup$NOM 1.d4$ABR d5$ABR 2.Cc3$ABR Cf6$ABR @ord@$PUN:cit
FR#WIKIDATA#Q1364725	commune$NOM français$ADJ du$PRP:det département$NOM du$PRP:det Var$NAM
FR#WIKI#L'Insoutenable_Légèreté_de_l'être	L'Insoutenable$ADJ légèreté$NOM de$PRP l'être$NOM être$VER:pres le$DET:ART cinquième$ADJ roman$NOM de$PRP Milan$NAM Kundera,$NAM écrire$VER:pres en$PRP @card@$NUM et$KON publier$VER:pper pour$PRP le$DET:ART premier$NUM foi|fois$NOM en$PRP @card@$NUM en$PRP France.$NAM
FR#WIKI#Edward_Hopper	Edward$NAM Hopper$NAM être$VER:pres un$DET:ART peintre$NOM et$KON graveur$NOM américain,$ADJ qui$PRO:REL exercer$VER:simp essentiellement$ADV son$DET:POS art$NOM à$PRP New$NAM York,$NAM où$PRO:REL il$PRO:PER avoir$VER:impf son$DET:POS atelier.$NOM
FR#WIKI#Wizards_du_Dakota	le$DET:ART Wizards$NOM du$PRP:det Dakota,$NAM être$VER:pres un$DET:ART franchise$NOM de$PRP le$DET:ART NBA$NAM Development$NAM League,$ABR ligue$NOM américain$ADJ mineur$ADJ de$PRP basket-ball$NOM créer$VER:pper et$KON diriger$VER:pper par$PRP le$DET:ART NBA.$NAM
FR#WIKI#(1)_Cérès	Cérès,$ABR également$ADV désigner$VER:pper par$PRP Cérès,$NAM être$VER:pres le$DET:ART plus$ADV petit$ADJ planète$NOM nain$ADJ connaître$VER:pper du$PRP:det système$NOM solaire$ADJ et$KON le$DET:ART seul$ADJ situer$VER:pper dans$PRP le$DET:ART ceinture$NOM d'astéroïdes.$ADJ
FR#WIKI#Szentmártonkáta	Szentmártonkáta$NAM être$VER:pres un$DET:ART village$NOM et$KON un$DET:ART commune$NOM de$PRP l'Est$NOM du$PRP:det comitat$NOM de$PRP Pest$NAM en$PRP Hongrie.$NAM
FR#WIKI#Mohammed_Abdellaoue	Mohammed$NAM Abdellaoue$NAM être$VER:pres un$DET:ART footballeur$NOM norvégien$ADJ naître$VER:pper le$DET:ART à$PRP Oslo.$ABR
FR#WIKI#Malý_Dunaj	le$DET:ART Malý$NOM Dunaj$NAM être$VER:pres un$DET:ART branche$NOM défluente$ADJ du$PRP:det Danube,$ABR situer$VER:pper en$PRP Slovaquie.$NAM
FR#WIKI#Shōnen	en$PRP Occident,$NAM le$DET:ART mot$NOM être$VER:pres utiliser$VER:pper pour$PRP désigner$VER:infi un$DET:ART type$NOM de$PRP manga,$NOM le,$ADJ qui$PRO:REL être$VER:pres un$DET:ART type$NOM de$PRP manga$NOM dont$PRO:REL le$DET:ART cible$NOM éditorial$ADJ être$VER:pres avant$PRP tout$ADV constituer$VER:pper par$PRP le$DET:ART jeune$NOM adolescents.$ADJ
FR#WIKI#Lièvre_belge	le$DET:ART lièvre$NOM belge$ADJ être$VER:pres un$DET:ART race$NOM de$PRP lapin$NOM domestique$ADJ originaire$ADJ de$PRP Belgique.$NAM
FR#WIKI#Zumba	le$DET:ART Zumba$NAM être$VER:pres un$DET:ART programme$NOM de$PRP fitness$NOM colombien$ADJ créer$VER:pper par$PRP Beto$NAM Perez,$NAM s'appuyant$VER:ppre sur$PRP du$PRP:det rythme$NOM et$KON du$PRP:det chorégraphie$NOM inspirer$VER:pper du$PRP:det danse$NOM latines.$ADJ
FR#WIKI#Michael_Redd	Michael$NAM Redd$NAM être$VER:pres un$DET:ART joueur$NOM américain$ADJ de$PRP basket-ball$NOM naître$VER:pper le$DET:ART à$PRP @card@$NUM août$NOM @card@$NUM à$PRP Columbus.$NAM
FR#WIKI#Ordre_de_Sainte-Anne	L'ordre$NOM de$PRP Sainte-Anne$NAM être$VER:impf un$DET:ART ordre$NOM de$PRP chevalerie$NOM du$PRP:det duché$NOM de$PRP Holstein-Gottorp,$ABR puis$ADV un$DET:ART ordre$NOM honorifique$ADJ de$PRP l'Empire$NOM russe.$ADJ
FR#WIKI#Guacamayas	Guacamayas$NAM être$VER:pres un$DET:ART municipalité$NOM situer$VER:pper dans$PRP le$DET:ART département$NOM de$PRP Boyacá,$NAM en$PRP Colombie.$NAM
FR#WIKIDATA#Q17628	commune$NOM italien$ADJ
FR#WIKI#Pascal_Lissouba	Pascal$NAM Lissouba$NAM être$VER:pres un$DET:ART homme$NOM politique$ADJ congolais$ADJ naître$VER:pper le$DET:ART @card@$NUM novembre$NOM @card@$NUM à$PRP Tsinguidi,$NAM dans$PRP le$DET:ART département$NOM du$PRP:det Niari.$NAM
FR#WIKI#Szegilong	Szegilong$NAM être$VER:pres un$DET:ART village$NOM et$KON un$DET:ART commune$NOM du$PRP:det comitat$NOM de$PRP Borsod-Abaúj-Zemplén$NAM en$PRP Hongrie.$NAM
FR#WIKI#Révolution_scientifique	le$DET:ART révolution$NOM scientifique$ADJ être$VER:pres généralement$ADV considérer$VER:pper comme$KON un$DET:ART discontinuité$NOM de$PRP le$DET:ART pensée$NOM scientifique$ADJ à$PRP un$DET:ART époque$NOM donnée,$ADJ ce$PRO:DEM rupture$NOM amener$VER:ppre un$DET:ART champ$NOM disciplinaire$ADJ —$PUN ou$KON plusieurs$PRO:IND —$PUN à$PRP se$PRO:PER réorganiser$VER:infi autour$ADV de$PRP principe$NOM et$KON axiome$NOM nouveaux.$ADJ
FR#WIKI#Kaltental	Kaltental$NAM être$VER:pres un$DET:ART commune$NOM de$PRP Bavière,$NOM situer$VER:pper dans$PRP l'arrondissement$NOM d'Ostallgäu,$ADJ dans$PRP le$DET:ART district$NOM de$PRP Souabe.$NAM
FR#WIKIDATA#Q557910	joueur$NOM de$PRP basket-ball$NOM américain$ADJ
FR#WIKI#Moineau_doré	le$DET:ART Moineau$NAM doré$ADJ être$VER:pres un$DET:ART espèce$NOM d'oiseau$NOM appartenir$VER:ppre à$PRP le$DET:ART famille$NOM du$PRP:det Passeridae.$NAM
FR#WIKIDATA#Q137016	astéroïde$NOM de$PRP le$DET:ART ceinture$NOM d'astéroïdes$ADJ principal$ADJ
FR#WIKIDATA#Q676290	commune$NOM autrichien$ADJ
FR#WIKIDATA#Q195045	commune$NOM français$ADJ
FR#WIKI#Glacier_Express	le$DET:ART Glacier$NAM Express$NAM être$VER:pres un$DET:ART train$NOM direct$ADJ en$PRP Suisse$NAM qui$PRO:REL aller$VER:pres de$PRP St-Moritz$NAM à$PRP Zermatt$NOM via$PRP Coire,$ABR Disentis,$ABR Andermatt$NAM et$KON Brigue.$NAM
FR#WIKI#Érosion_régressive	L'érosion$NOM régressif$ADJ être$VER:pres un$DET:ART phénomène$NOM de$PRP dynamique$NOM fluvial$ADJ ou$KON hydraulique$ADJ consister$VER:ppre en$PRP un$DET:ART érosion$NOM d'un$ADJ substrat,$ADJ d'un$NOM relief$NOM ou$KON d'un$ADJ ouvrage$NOM artificiel$ADJ qui$PRO:REL se$PRO:PER propager$VER:pres de$PRP l'aval$NOM vers$PRP l'amont,$NOM c'est-à-dire$ADV dans$PRP le$DET:ART sen|sens$NOM inverse$ADJ de$PRP l'écoulement$NOM de$PRP l'eau.$ABR
FR#WIKI#Zdeněk_Burian	Zdeněk$NAM Burian$NAM être$VER:pres un$DET:ART peintre$NOM et$KON illustrateur$NOM tchèque$ADJ dont$PRO:REL l'œuvre$NOM jouer$VER:simp un$DET:ART rôle$NOM central$ADJ dans$PRP le$DET:ART développement$NOM de$PRP le$DET:ART reconstitution$NOM paléontologique,$ADJ durant$PRP un$DET:ART carrière$NOM qui$PRO:REL s'étendit$VER:simp sur$PRP cinq$NUM décennies.$ABR
FR#WIKIDATA#Q40586	groupe$NOM de$PRP musique$NOM français$ADJ
FR#WIKI#Dynamo	le$DET:ART mot$NOM dynamo$NOM être$VER:pres l'abréviation$NOM de$PRP machine$NOM dynamoélectrique.$ADJ
FR#WIKIDATA#Q1022144	ville$NOM turque$ADJ
FR#WIKI#Coque_du_Levant	le$DET:ART coque$NOM du$PRP:det Levant$NAM être$VER:pres un$DET:ART espèce$NOM d'arbuste$ADJ grimper$VER:ppre de$PRP le$DET:ART famille$NOM du$PRP:det Menispermaceae$NAM originaire$ADJ du$PRP:det région$NOM tropical$ADJ d'Asie.$ADJ
FR#WIKI#Pierre-Simon_de_Laplace	Pierre-Simon$NOM de$PRP Laplace,$NAM ou$KON Pierre-Simon$NAM Laplace,$ABR naître$VER:pper le$DET:ART @card@$NUM mars$NOM @card@$NUM à$PRP Beaumont-en-Auge$NAM et$KON mort$NOM le$DET:ART @card@$NUM mars$NOM @card@$NUM à$PRP Paris,$NOM être$VER:pres un$DET:ART mathématicien,$ADJ astronome$NOM et$KON physicien$NOM français.$ADJ
FR#WIKIDATA#Q105006	minéral$NOM
FR#WIKI#Route_européenne_84	le$DET:ART route$NOM européen$ADJ @card@$NUM être$VER:pres un$DET:ART route$NOM relier$VER:ppre Keşan$NAM à$PRP Silivri.$NAM
FR#WIKI#Pin_(Haute-Saône)	pin$NOM être$VER:pres un$DET:ART commune$NOM française,$ADJ situer$VER:pper dans$PRP le$DET:ART département$NOM de$PRP le$DET:ART Haute-Saône$NAM et$KON le$DET:ART région$NOM Franche-Comté.$ABR
FR#WIKI#Chlorure_d'hydrogène	le$DET:ART chlorure$NOM d’hydrogène,$ADJ de$PRP symbole$NOM chimique$ADJ HCl,$NAM être$VER:pres un$DET:ART gaz$NOM incolore$ADJ toxique$ADJ et$KON hautement$ADV corrosif,$ADJ qui$PRO:REL former$VER:pres du$PRP:det fumée$NOM blanc$ADJ au$PRP:det contact$NOM de$PRP l’humidité.$ABR
FR#WIKIDATA#Q51375	commune$NOM italien$ADJ
FR#WIKI#Lac_Volta	le$DET:ART lac$NOM Volta$NAM être$VER:pres un$DET:ART réservoir$NOM d’eau$NOM doux$ADJ sur$PRP le$DET:ART fleuve$NOM volter$VER:simp au$PRP:det Ghana$NAM en$PRP Afrique.$NAM
FR#WIKI#Koulikoro	Koulikoro$NAM être$VER:pres un$DET:ART ville$NOM et$KON un$DET:ART commune$NOM du$PRP:det Mali,$NOM chef-lieu$NOM du$PRP:det cercle$NOM et$KON de$PRP le$DET:ART deuxième$NUM région$NOM du$PRP:det Mali$NAM qui$PRO:REL porter$VER:pres son$DET:POS nom.$NOM
FR#WIKI#EVE_Online	EVE$NAM Online$NAM être$VER:pres un$DET:ART jeu$NOM en$PRP ligne$NOM massivement$ADV multijoueur$ADJ avec$PRP un$DET:ART monde$NOM persistant$ADJ se$PRO:PER dérouler$VER:ppre dans$PRP l'espace,$NOM développer$VER:pper par$PRP le$DET:ART société$NOM islandais$ADJ CCP$NAM Games$NAM et$KON sortir$VER:pper en$PRP @ord@$NAM
FR#WIKIDATA#Q1011582	commune$NOM hongrois$ADJ
FR#WIKI#Art_grotesque	L'Art$NOM grotesque$ADJ comprendre$VER:pres du$PRP:det motif$NOM d’ornementation$NOM peints,$NOM dessiner$VER:pper ou$KON sculpter$VER:pper reproduire$VER:ppre du$PRP:det sujet$NOM de$PRP caractère$NOM bizarre$ADJ ou$KON former$VER:ppre du$PRP:det enroulement$NOM de$PRP feuillage$NOM en$PRP guise$NOM de$PRP colonne$NOM dans$PRP l’entrelacement$NOM duquel$PRO:REL apparaître$VER:pres du$PRP:det figure$NOM extravagant$ADJ comme$KON le$DET:ART mascarons,$NOM du$PRP:det personnage$NOM ou$KON du$PRP:det animal$NOM fantastique$ADJ ;$PUN ce$PRO:DEM ensemble$NOM porter$VER:pres le$DET:ART nom$NOM d'architecture$VER:pres illusionniste.$VER:pper
FR#WIKIDATA#Q1642733	commune$NOM espagnol$ADJ
FR#WIKIDATA#Q227670	commune$NOM français$ADJ
FR#WIKIDATA#Q514762	commune$NOM allemand$ADJ
FR#WIKIDATA#Q474780	espèce$NOM de$PRP mammifère$NOM
FR#WIKIDATA#Q220746	footballeur$NOM argentin$ADJ
FR#WIKI#L'Arrivée_d'un_train_en_gare_de_La_Ciotat	L'Arrivée$VER:pper d'un$ADJ train$NOM en$PRP gare$NOM de$PRP le$DET:ART Ciotat,$NAM ou$KON L'Arrivée$NAM d'un$ADJ train$NOM à$PRP le$DET:ART Ciotat,$NAM être$VER:pres un$DET:ART film$NOM français$ADJ du$PRP:det frère$NOM Lumière$ADJ tourner$VER:pper en$PRP @card@$NUM et$KON présenter$VER:pper pour$PRP le$DET:ART premier$NUM foi|fois$NOM en.$ADJ
FR#WIKIDATA#Q1436512	commune$NOM français$ADJ
FR#WIKI#Karolin	Karolin$NAM être$VER:pres un$DET:ART prénom$NOM hongrois$ADJ féminin.$ADJ
FR#WIKI#Franco_Causio	franco$ADV Causio$NAM être$VER:pres un$DET:ART joueur$NOM international$ADJ de$PRP football$NOM italien,$ADJ qui$PRO:REL évoluer$VER:impf au$PRP:det poste$NOM d'ailier$ADJ droit.$ADJ
FR#WIKIDATA#Q720662	ville$NOM iranien$ADJ
FR#WIKIDATA#Q1935440	municipalité$NOM tchèque$ADJ
FR#WIKIDATA#Q34636	mouvement$NOM artistique$ADJ de$PRP le$DET:ART fin$NOM du$PRP:det XIXe$NUM et$KON du$PRP:det début$NOM du$PRP:det XXe$NUM siècle$NOM
FR#WIKI#Azerbaïdjan_oriental	L'Azerbaïdjan$NOM oriental$ADJ être$VER:pres un$DET:ART du$PRP:det 30 $ADJ province$NOM d'Iran$ADJ et$KON constituer$VER:pres l'une$NOM du$PRP:det 3 provinces$NOM de$PRP l'Azerbaïdjan$NOM iranien.$ADJ
FR#WIKI#HEX_(Intel)	HEX$NAM être$VER:pres un$DET:ART format$NOM de$PRP fichier$NOM pour$PRP prendre$VER:infi en$PRP charge$NOM de$PRP l'information$NOM binaire$ADJ pour$PRP du$PRP:det application$NOM comme$KON programmer$VER:infi du$PRP:det s,$NOM du$PRP:det EEPROM$NOM et$KON d'autres$NOM composant$ADJ programmables.$ADJ
FR#WIKIDATA#Q237367	commune$NOM français$ADJ
FR#WIKIDATA#Q209094	acteur|actrice$NOM américain$ADJ
FR#WIKIDATA#Q1143941	commune$NOM français$ADJ
FR#WIKI#Malý_Slivník	Malý$NOM Slivník$NAM être$VER:pres un$DET:ART village$NOM de$PRP Slovaquie$NAM situer$VER:pper dans$PRP le$DET:ART région$NOM de$PRP Prešov.$NAM
FR#WIKI#Presles-et-Thierny	Presles-et-Thierny$NAM être$VER:pres un$DET:ART [[Commune$ADJ française|commune$ADJ [[france|française,$NOM situer$VER:pper dans$PRP le$DET:ART [[départements$NOM français|département$ADJ de$PRP l'[[Aisne$NOM |Aisne$NOM et$KON le$DET:ART [[régions$NOM françaises|région$ADJ [[Picardie.$ADJ
FR#WIKIDATA#Q253226	astéroïde$NOM de$PRP le$DET:ART ceinture$NOM principal$ADJ d'astéroïdes$ADJ
FR#WIKI#Lopon_Tsechu_Rinpoché	Lopon$NAM Tsechu$NAM Rinpoché$NAM être$VER:impf un$DET:ART grand$ADJ maître$NOM du$PRP:det bouddhisme$NOM tibétain,$ADJ très$ADV respecter$VER:pper dans$PRP l'Himalaya,$NOM et$KON avoir$VER:ppre de$PRP nombreux$ADJ étudiant$NOM en$PRP Orient$NAM comme$KON en$PRP Occident.$NAM
FR#WIKI#Équipe_des_Pays-Bas_de_futsal	L'équipe$NOM du$PRP:det Pays-Bas$NAM de$PRP futsal$NOM être$VER:pres le$DET:ART sélection$NOM national$ADJ du$PRP:det meilleur$ADJ joueur$NOM hollandais$ADJ de$PRP futsal$NOM sous$PRP l'égide$NOM de$PRP le$DET:ART fédération$NOM du$PRP:det Pays-Bas$NAM de$PRP football.$NOM
FR#WIKI#Sebastián_Vizcaíno	Sebastián$NAM Vizcaíno$NAM être$VER:pres un$DET:ART explorateur$NOM espagnol$ADJ des.$ADJ
FR#WIKI#Troubtchevsk	Troubtchevsk$NAM être$VER:pres un$DET:ART ville$NOM de$PRP l'oblast$NOM de$PRP Briansk,$NAM en$PRP Russie,$NAM et$KON le$DET:ART centre$NOM administratif$ADJ du$PRP:det raïon$NOM de$PRP Troubtchevsk.$NAM
FR#WIKI#Joe_Rogan	Joseph$NAM James$NAM "Joe"$ADJ Rogan$NOM être$VER:pres un$DET:ART spécialiste$NOM d'arts$NOM martiaux,$ADJ comédien,$ADJ acteur,$NOM et$KON écrivain$NOM américain.$ADJ
FR#WIKI#Bourrache_officinale	le$DET:ART Bourrache$NAM ou$KON Bourrache$NAM officinal$ADJ être$VER:pres un$DET:ART plante$NOM annuel$ADJ de$PRP le$DET:ART famille$NOM du$PRP:det boraginacées$NOM assez$ADV commun$ADJ en$PRP Europe.$NAM
FR#WIKI#Jánossomorja	Jánossomorja$NAM être$VER:pres un$DET:ART ville$NOM et$KON un$DET:ART commune$NOM du$PRP:det comitat$NOM de$PRP Győr-Moson-Sopron$NAM en$PRP Hongrie.$NAM
FR#WIKI#Critérium_international_de_la_route	le$DET:ART Critérium$NAM international$ADJ de$PRP le$DET:ART route$NOM être$VER:pres un$DET:ART course$NOM cycliste$ADJ français$ADJ créer$VER:pper en$PRP @card@$NUM et$KON disputer$VER:pper le$DET:ART dernier$ADJ week-end$NOM du$PRP:det moi|mois$NOM de$PRP mars.$ABR
FR#WIKI#Peel_(Australie)	le$DET:ART région$NOM de$PRP Peel$NAM être$VER:pres le$DET:ART plus$ADV petit$ADJ du$PRP:det neuf$ADJ région$NOM d'Australie$NOM occidentale.$ADJ
FR#WIKI#Xeromys_myoides	le$DET:ART faux$ADJ rat$NOM d'eau$NOM être$VER:pres le$DET:ART seul$ADJ espèce$NOM du$PRP:det genre$NOM Xeromys.$NAM
FR#WIKIDATA#Q1805	empereur$NOM romain$ADJ
FR#WIKI#Federico_Delpino	Federico$NAM Delpino$NAM être$VER:pres un$DET:ART botaniste$NOM italien$ADJ du$PRP:det et$KON du$PRP:det début$NOM du.$ADJ
FR#WIKI#Elaeagnus_angustifolia	Elaeagnus$NOM angustifolia$ADJ être$VER:pres un$DET:ART espèce$NOM d'arbuste$ADJ de$PRP le$DET:ART famille$NOM du$PRP:det Élaéagnacées,$NOM largement$ADV répandre$VER:pper en$PRP Asie$NAM central$ADJ et$KON de$PRP l'ouest,$NOM au$PRP:det sud$NOM de$PRP le$DET:ART Russie,$NOM au$PRP:det Kazakhstan,$NAM en$PRP Turquie$NAM et$KON en$PRP Iran.$NAM
FR#WIKI#Gerano	Gerano$NAM être$VER:pres un$DET:ART commune$NOM italien$ADJ de$PRP le$DET:ART province$NOM de$PRP Rome$NAM dans$PRP le$DET:ART région$NOM Latium$NAM en$PRP Italie.$NAM
FR#WIKIDATA#Q901708	espèce$NOM d'oiseaux$NOM
FR#WIKI#Litmanová	Litmanová$NAM être$VER:pres un$DET:ART village$NOM de$PRP Slovaquie$NAM situer$VER:pper dans$PRP le$DET:ART région$NOM de$PRP Prešov.$NAM
FR#WIKI#Fontaine-le-Port	Fontaine-le-Port$NAM être$VER:pres un$DET:ART commune$NOM française,$ADJ situer$VER:pper dans$PRP le$DET:ART département$NOM de$PRP Seine-et-Marne$NAM et$KON le$DET:ART région$NOM Île-de-France.$ADJ
FR#WIKI#Microrégion_du_littoral_nord-est	le$DET:ART microrégion$NOM du$PRP:det littoral$NOM nord-est$ADJ être$VER:pres l'une$NOM du$PRP:det quatre$NUM microrégions$NOM qui$PRO:REL subdiviser$VER:pres le$DET:ART mésorégion$NOM de$PRP l'est$NOM de$PRP l'État$NOM du$PRP:det Rio$NAM Grande$NAM do$NOM Norte$NAM au$PRP:det Brésil.$NAM
FR#WIKI#Temps_moyen_entre_pannes	le$DET:ART temps$NOM moyen$ADJ entre$PRP pannes,$ADJ expression$NOM souvent$ADV désigner$VER:pper par$PRP son$DET:POS sigle$NOM anglais$ADJ MTBF,$NAM être$VER:pres un$DET:ART du$PRP:det valeur$NOM qui$PRO:REL indiquer$VER:pres le$DET:ART fiabilité$NOM d'un$ADJ composer$VER:ppre d'un$ADJ produit$NOM ou$KON d'un$NOM système.$ADJ
FR#WIKIDATA#Q39498	commune$NOM italien$ADJ
FR#WIKIDATA#Q161568	espèce$NOM de$PRP plante$NOM
